scenario,matches,avg_temperature,avg_rain,avg_humidity,rainy_match_share,extreme_weather_share,predicted_total_goals,predicted_home_win_probability,predicted_draw_probability,predicted_away_win_probability,goals_change_vs_current,goals_pct_change_vs_current,home_win_probability_change_vs_current
current_climate,1900,9.723947368421053,2.8775263157894737,81.56368421052632,0.6921052631578948,0.20894736842105263,2.785961311385377,0.34593054839826387,0.32903417018642894,0.32503528141530713,0.0,0.0,0.0
+2c_warming,1900,11.723947368421053,2.8775263157894737,80.56368421052632,0.6921052631578948,0.12947368421052632,2.7954822496501515,0.33490915139702576,0.3161383943894952,0.3489524542134791,0.009520938264774514,0.0034174696632955147,-0.011021397001238109
increased_rainfall,1900,9.723947368421053,4.88466052631579,86.51105263157895,1.0,0.2752631578947368,2.7954122818361764,0.3287082343741551,0.29070769393952517,0.38058407168631975,0.009450970450799456,0.0033923552391686893,-0.017222314024108787
warmer_and_wetter,1900,11.723947368421053,4.88466052631579,85.53842105263158,1.0,0.19842105263157894,2.8021918167039033,0.31261454736157035,0.27277337409522884,0.41461207854320087,0.016230505318526323,0.00582581863294267,-0.03331600103669352
